Name,Type,State,County,Latitude,Longitude
Dr. Kunjwok Secondary,SEC,Upper Nile,Panyikang,9.378062,31.53763533
Dol Primary School,PRI,Unity,Rubkona,9.2543835,29.7981085
Dolieb Hill Primary School,PRI,Upper Nile,Panyikang,9.378433,31.49095
Domoloto primary school,PRI,Lakes,Wulu,6.797332216,29.99964754
delewana Primary School,PRI,Western Equatoria,Mundri East,5.2529,30.5091
Doma Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Domkur Primary School,PRI,Lakes,Cueibet,7.1185,29.233999
Dimeth Primary,PRI,Upper Nile,Manyo,11.37920833,32.4849785
Mading Apuk Primary School,PRI,Warrap,Tonj South,7.399379,29.9520335
Dienyding Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Dindin Primary School,PRI,Unity,Leer,8.300983,30.229982
DingKar Primary School,PRI,Upper Nile,Nasir,8.6575615,33.11169173
Dini Primary School,PRI,Jonglei,Nyirol (Diror),8.3864525,32.10917275
Dondor Primary School,PRI,Lakes,Cueibet,6.975883,28.960367
Dong Primary School,PRI,Upper Nile,Nasir,8.76864175,33.08151725
Dongchak Primary School,PRI,Jonglei,Duk,7.66343,31.489723
Dongol Primary School,PRI,Unity,Mayiandit,8.142567,30.00065
Dungkoyo Primary School,PRI,Central Equatoria,Terekeka,5.309383,31.751699
Don Bosco Secondary School,SEC,Central Equatoria,Juba,4.698508,31.293958
Duk Padiet Primary School,PRI,Jonglei,Duk,7.751183,31.393467
Darpwojo pakang primary,PRI,Upper Nile,Panyikang,9.378062,31.53763533
Deng Jack Primary,PRI,Unity,Rubkona,9.2804,29.7939
Dar El Salam Girls Primary School,PRI,Upper Nile,Malakal,9.51395825,31.659659
Dari Primary School,PRI,Central Equatoria,Terekeka,5.820216714,30.91641214
DR. JOHN GARANG BOYS Primary School,PRI,Upper Nile,Malakal,9.51395825,31.659659
Dr. John Garang girls primary,PRI,Upper Nile,Malakal,9.51395825,31.659659
Dr. John Garang Primary School,PRI,Upper Nile,Malut,10.091,32.352299
Dr. John Garang Primary School,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Dosho Primary School,PRI,Western Equatoria,Mundri East,5.464883,30.466284
Dajo Primary School,PRI,Upper Nile,Longchok,9.22315,34.092117
Displace primary,PRI,Central Equatoria,Lainya,4.3618,30.922501
Dut Primary School,PRI,Upper Nile,Baliet,9.258383,32.091267
Dithwok Primary School,PRI,Upper Nile,Fashoda,9.844183,32.0063
Dhor Tuol Primary School,PRI,Unity,Leer,8.3261,30.2232
Dumbata Tumba Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Duar Primary,PRI,Unity,Guit,9.181094333,30.10659717
Maduc-Wol Community Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.363738833,27.65452483
Madul - Wol Primary Scholl,PRI,Northern Bahr el Ghazal,Aweil East,9.017517,27.652067
Marial Duol Primary School,PRI,Lakes,Rumbek East,6.5136,29.864799
Dura Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Duk Duk Primary School,PRI,Upper Nile,Renk,12.01881392,32.81814275
Dual Nyol primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Dawan Primary School,PRI,Upper Nile,Maiwut,8.6017375,33.9518585
Duut West Primary,PRI,Upper Nile,Baliet,9.2765,32.074467
Pantot Primary School.,PRI,Unity,Mayiandit,8.4217,30.048782
Panyikang Primary,PRI,Upper Nile,Panyikang,9.37807,31.53764
Daystar Primary,PRI,Northern Bahr el Ghazal,Aweil Town,8.76425,27.401983
Tuah Primary School,PRI,Unity,Leer,8.3261,30.2232
ECS Basic,PRI,Jonglei,Piji,9.3223,31.589899
ECS Basic Primary,PRI,Upper Nile,Malakal,9.527407727,31.65685009
Mahad TTU Secondary School,SEC,Central Equatoria,Juba,4.98589713,31.67994678
E.C.S Epicapal Basic School,PRI,Upper Nile,Malakal,9.5159,31.657284
Nyingaro Primary School,PRI,Upper Nile,Fashoda,9.728433,31.858982
El Giadda Girls Primary School,PRI,Central Equatoria,Juba,4.853290368,31.55675447
E.P.C. Harvesters Primary School,PRI,Central Equatoria,Yei River,4.117417,30.656467
Omkhor Primary School,PRI,Upper Nile,Nasir,8.677417,33.1143585
Excel International Academy,SEC,Central Equatoria,Lainya,4.203930667,30.72064167
Excel International secodary,PRI,Central Equatoria,Morobo,3.706216667,30.71054278
El Jinubia Primary,PRI,Upper Nile,Malakal,9.519844667,31.64543267
Ekana Basic Primary School,PRI,Western Bahr el Ghazal,Jur River,7.2989,28.386499
El Kwek Basic school,PRI,Upper Nile,Manyo,11.9459,32.718868
Ekema Primary,PRI,Western Bahr el Ghazal,Jur River,7.301533,28.437851
Elhegera Basic School,PRI,Upper Nile,Renk,11.76055,32.813568
Obel I Primary School,PRI,Upper Nile,Panyikang,9.378433,31.49095
El-Remella Basic School,PRI,Upper Nile,Renk,12.078833,32.781967
Emmunuel Model Secondary,SEC,Central Equatoria,Yei River,4.517129816,30.60963066
El Muktar Girls Secondary School,SEC,Western Bahr el Ghazal,Wau,7.727517,27.988501
Eastern Bank Complex Primary,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
E.C.S.Sunday Basic School (ECS),PRI,Upper Nile,Malut,10.4416,32.199883
E.C.S Rumbek One Primary School,PRI,Lakes,Rumbek Centre,6.684372167,29.4582385
Wunlem Primary School,PRI,Jonglei,Piji,9.2296,31.745701
ECS Primary School,PRI,Jonglei,Pibor,6.8029632,33.1299904
Equatorial College,SEC,Central Equatoria,Yei River,4.517129816,30.60963066
Mother Teresa Primary School,PRI,Warrap,Twic,9.125,28.407499
Kuer Diek Primary School,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Kuermock Primary School,PRI,Unity,Rubkona,9.19501,29.76363
Kuertur Primary School,PRI,Unity,Rubkona,9.195026667,29.763647
El Salaam Private S. S,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Maina Primary School,PRI,Upper Nile,Renk,11.206586,32.75948267
El Salaam S. S,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Majok Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.8968332,27.8366772
Africa Arise Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Faustino Puok Majok Primary,PRI,Unity,Mayom,9.048005667,29.09198833
Fatina Fokru Secondary School,SEC,Central Equatoria,Juba,4.8330266,31.6651966
Wunkuel Primary School.,PRI,Warrap,Tonj North,8.034567,29.197201
Nyathor Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Firka Primary School,PRI,Western Bahr el Ghazal,Raja,8.475834667,25.55363042
Wunliet Primary,PRI,Unity,Koch,8.718042,29.6765585
Rumwel Primary School,PRI,Northern Bahr el Ghazal,Aweil East,8.0064,28.66
Nyathoar Primary School.,PRI,Unity,Guit,9.3142,30.009083
Agaak Primary School,PRI,Jonglei,Piji,9.2294,31.163
Gameth Waluak Primary,PRI,Jonglei,Bor,6.4095,31.5744
Giada Boys primary,PRI,Upper Nile,Malakal,9.527317,31.654318
Gateway Senior Secondary School,SEC,Northern Bahr el Ghazal,Aweil Town,8.7660532,27.3341302
Gbwu-Gbwu Primary,PRI,Eastern Equatoria,Magwi,3.580679354,32.08492622
Gborokorong Primary School,PRI,Central Equatoria,Morobo,3.7136,30.9443
Gerbanat Basic School,PRI,Upper Nile,Renk,12.037567,33.029366
Magbuka Community Girls School,PRI,Western Equatoria,Yambio,4.704790889,28.70675544
Gbawuru Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Gachreng Primary School,PRI,Upper Nile,Nasir,8.89965,33.027985
Kassia Community Girls School,PRI,Western Equatoria,Yambio,4.704790889,28.70675544
PonyJal Primary,PRI,Upper Nile,Maiwut,8.63915,33.8339
Agada Primary School,PRI,Jonglei,Pochalla,7.151367,33.860218
Good Shepherd Basic School (PCOS),PRI,Upper Nile,Malut,10.437217,32.193684
Gudhuec Primary School.,PRI,Northern Bahr el Ghazal,Aweil East,9.0403,27.6637
Gezira Koat Primary,PRI,Unity,Rubkona,9.2803,29.7938
Gieda Girls school,PRI,Upper Nile,Malakal,9.527407727,31.65685009
GuelGuk Primary,PRI,Upper Nile,Longchok,9.2500915,33.479416
Gabat East primary,PRI,Central Equatoria,Lainya,4.361821769,30.92252185
Geiger everning primary,PRI,Upper Nile,Renk,12.0188,32.818199
Malakal El Gezira Primary School,PRI,Upper Nile,Malakal,9.547433,31.63665
Agugo Primary School,PRI,Warrap,Tonj South,6.9815,28.716066
Gieger Secondary School,SEC,Upper Nile,Renk,11.989367,32.759018
Gugumaba Primary School,PRI,Western Bahr el Ghazal,Wau,7.2927,27.952299
Rikito Community Primary School,PRI,Western Equatoria,Yambio,4.594,28.4638
Good Hope Primary School,PRI,Unity,Rubkona,9.166654167,29.76707308
Green Hill Primary,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Kirika Girls Primary School,PRI,Jonglei,Pibor,6.80192475,33.13068775
Nyatew primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Gatkuoth Kam Primary School,PRI,Unity,Rubkona,9.166654167,29.76707308
Agak Primary School,PRI,Jonglei,Piji,9.32229,31.5898332
Gak Primary,PRI,Warrap,Tonj North,8.690844667,28.57242767
Gak Primary School,PRI,Jonglei,Bor,6.159733,31.728783
Guk Primary School,PRI,Unity,Koch,8.628871,29.9866585
Malek Gok Primary School,PRI,Lakes,Cueibet,6.962057615,29.50787562
Gokanuor Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.1114,26.6966
Gelachol Primary,PRI,Upper Nile,Baliet,9.101583,32.374817
Guol Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Guol Primary School,PRI,Unity,Koch,8.535733,30.028618
Gollocombine Primary School.,PRI,Upper Nile,Fashoda,9.959933,32.153618
Gangleat Primary School,PRI,Unity,Koch,8.5035,30.975134
Gambella Primary,PRI,Upper Nile,Longchok,9.301442,33.5941335
Giama Primary,PRI,Unity,Rubkona,9.1666,29.767
Gum Primary School,PRI,Upper Nile,Nasir,8.827633,33.006832
Gumriak Primary School,PRI,Unity,Ruweng,9.63255,30.26675
Wuring Primary,PRI,Upper Nile,Baliet,9.2765,32.074467
Gumriak,PRI,Jonglei,Piji,9.1428,31.753117
Gany Primary School,PRI,Unity,Koch,8.47705,30.958151
Guenom Primary School,PRI,Upper Nile,Nasir,8.949667,32.929516
Ginana Primary School,PRI,Central Equatoria,Juba,4.8529,31.5564
Guenye Primary School,PRI,Upper Nile,Nasir,8.6575615,33.11169173
Guiy Primary School,PRI,Unity,Rubkona,9.19503,29.763651
Gunmooch Primary School,PRI,Upper Nile,Nasir,8.6344335,33.235075
Ganwat Primary School,PRI,Upper Nile,Manyo,11.012,32.52
Good sheperd Presbyterian Basic,PRI,Upper Nile,Malakal,9.523417,31.65535
Ogod West Primary,PRI,Upper Nile,Malakal,9.394183,31.584417
Good Shepherd Secondary,SEC,Upper Nile,Malut,10.0911,32.352299
Garrison Primary School,PRI,Western Equatoria,Nagero,6.37968,27.7684632
Good Shepherd Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.180385,26.94400482
OgotEast primary,PRI,Upper Nile,Malakal,9.394183,31.584417
Goz Fami Basic School,PRI,Upper Nile,Renk,11.925267,32.873348
Garam Rum Primary,PRI,Northern Bahr el Ghazal,Aweil East,8.99374,27.4690836
Ngap primary school,PRI,Lakes,Yirol West,6.5487066,30.4920466
Agor Bar Primary School,PRI,Lakes,Awerial,6.5190366,30.9980864
Gor Primary School,PRI,Unity,Koch,8.638717,29.968718
Gordhim Comboni Primary School,PRI,Northern Bahr el Ghazal,Aweil East,8.987983,27.59305
Greenland Secondary,SEC,Eastern Equatoria,Magwi,3.77148696,32.1434993
Grinti Secondary,SEC,Western Bahr el Ghazal,Wau,7.733267,27.991333
Garison Primary School,PRI,Western Equatoria,Nagero,6.37968,27.7684632
GuirngutongPrimary School,PRI,Upper Nile,Nasir,8.76864175,33.08151725
Gurnyang Primary School,PRI,Upper Nile,Nasir,8.696967,33.395134
Gurwal primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Gap Primary School,PRI,Unity,Koch,8.43595,30.914949
Gotongo School,PRI,Western Bahr el Ghazal,Jur River,8.0072,27.7342
Galanju SDA Primary School,PRI,Western Equatoria,Mundri East,5.252880583,30.50908325
Good Shephered Presbyterian Secondary,SEC,Upper Nile,Malakal,9.527407727,31.65685009
Gulele Secondary School,SEC,Central Equatoria,Juba,4.853290368,31.55675447
Gateway Primary School,PRI,Northern Bahr el Ghazal,Aweil Town,8.769628,27.39880567
Guit Primary,PRI,Unity,Guit,9.10797,30.037439
Guit Secondary,SEC,Unity,Guit,9.0345,29.986099
Gut- Thom Primary School,PRI,Lakes,Awerial,6.4015,31.165667
 Lobwaye Primary School,PRI,Eastern Equatoria,Ikotos,4.287883333,33.18261233
Aguerdiet primary,PRI,Warrap,Gogrial West,7.755077667,28.191147
Agukrot Primary School,PRI,Warrap,Tonj South,7.3075,28.7107165
Paguong primary school,PRI,Jonglei,Ayod,8.311875,31.2529655
Aguoth Primary school,PRI,Northern Bahr el Ghazal,Aweil East,9.2321,27.666901
Guukic Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.0519,27.373899
Wunbut Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Gawjal Primary,PRI,Unity,Guit,9.034502833,29.98610483
Goweng Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Gabaat west primary,PRI,Central Equatoria,Lainya,4.361821769,30.92252185
Guiy Primary School,PRI,Unity,Guit,9.16645,29.908667
Guiy Primary School (2),PRI,Jonglei,Uror (Wunror),8.1865968,32.030403
Humanitarian Akobo primary school,PRI,Jonglei,Akobo,7.809778571,33.01718857
Hamdan Bin Rashid Secondary School,SEC,Upper Nile,Malakal,9.527407727,31.65685009
Bieh Primary School,PRI,Unity,Rubkona,9.166654167,29.76707308
Obor Primary School,PRI,Jonglei,Akobo,7.67821025,32.77773513
Omaro Primary school,PRI,Upper Nile,Manyo,11.724483,32.772732
Herald Academy IDP Primary School,PRI,Central Equatoria,Juba,4.8330266,31.6651966
Hai Elmater Complex primary,PRI,Upper Nile,Malakal,9.519844667,31.64543267
Milestone Primary School,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Warweng Primary School,PRI,Upper Nile,Longchok,8.994467,33.512867
Wunkiir,PRI,Jonglei,Piji,9.2297,31.745701
um-dulus Primary,PRI,Upper Nile,Renk,12.01881392,32.81814275
Rumdier Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.2908534,27.692356
Hilieu Hill Seal Primary School,PRI,Eastern Equatoria,Torit,4.41179,32.627041
Haam Primary,PRI,Jonglei,Ayod,8.363683,31.3535575
Hamdok Primary,PRI,Upper Nile,Renk,11.995267,32.761333
Nhomalau Primary School,PRI,Unity,Ruweng,9.917277833,29.98103933
Hope Nursery and Primary School,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Hongkou Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.1330766,27.1597499
Hoor Primary School,PRI,Lakes,Awerial,6.280667,31.0495
Hope For Sudan Primary School,PRI,Eastern Equatoria,Kapoeta South,5.067633,33.5784
Ponypiot,PRI,Jonglei,Piji,9.32229,31.5898332
Heap Primary School,PRI,Unity,Guit,9.1285335,30.03817635
Hope Primary,PRI,Upper Nile,Malakal,9.527407727,31.65685009
Mentor Nursery and Primary School,PRI,Central Equatoria,Juba,4.8535,31.5569
Hai-Salam primary,PRI,Upper Nile,Malakal,9.527407727,31.65685009
Hai police primary,PRI,Central Equatoria,Lainya,4.361821769,30.92252185
Hasimoro Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Hart primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
khor Hajar primary school,PRI,Western Bahr el Ghazal,Raja,8.475834667,25.55363042
Hat Primary,PRI,Upper Nile,Longchok,9.022392,33.4701575
Khat Primary School,PRI,Unity,Guit,9.034502833,29.98610483
Hai Tenmia primary,PRI,Upper Nile,Malakal,9.51395825,31.659659
Ahou Primary school,PRI,Lakes,Awerial,6.5190366,30.9980864
Nyangore Primary School,PRI,Upper Nile,Maiwut,8.63915,33.8339
Wunthoou Primary School,PRI,Lakes,Awerial,6.188983,31.474016
Hong Wet Jok Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Nyinthok,PRI,Jonglei,Piji,9.3223,31.5898
Nigel Primary,PRI,Jonglei,Bor,6.4996,31.049
Thon Primary,PRI,Unity,Koch,8.718042,29.6765585
Malou-Abiem Primary School,PRI,Warrap,Tonj North,7.9582934,28.3911568
Irpiro Ophans primary,PRI,Western Equatoria,Yambio,4.5938,28.4636
Irret Primary School,PRI,Jonglei,Pibor,6.8029632,33.1299904
International Vision Primary,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Majak Primary School,PRI,Unity,Panyinjiar,7.8603,30.357883
Juo-awan Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,7.17003325,28.31417525
Juba Commercial T.T.U Secondary School,SEC,Central Equatoria,Juba,4.9859,31.68
Juba Girls T.T.U Secondary School,SEC,Central Equatoria,Juba,5.448667,31.750717
Juba II Primary School,PRI,Warrap,Tonj East,7.8203068,29.409353
Ajobie Primary School,PRI,Jonglei,Pochalla,7.151367,33.860218
Juach Primary School,PRI,Unity,Rubkona,9.2803956,29.79389653
Nyuarweng primary,PRI,Upper Nile,Maiwut,8.6017375,33.9518585
Jolclei Primary School,PRI,Lakes,Rumbek East,6.5289415,30.033434
Juba Day TTU Secondary School,SEC,Central Equatoria,Juba,4.98589713,31.67994678
Jude Primary School,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Jie Primary School,PRI,Eastern Equatoria,Kapoeta East,4.49973,34.08289
Jeberona IDP primary school,PRI,Central Equatoria,Juba,4.8330266,31.6651966
Jer Akol Primary,PRI,Northern Bahr el Ghazal,Aweil East,9.1706,27.382401
Ajieth Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.784472333,27.66910633
John Garang Primary School,PRI,Lakes,Rumbek Centre,6.54314575,29.562691
Monari Primary School,PRI,Western Equatoria,Maridi,4.993398333,29.41142376
Jaguor Primary School.,PRI,Unity,Mayiandit,8.31353,30.02688
Jaak Primary,PRI,Unity,Koch,8.784517,30.149599
Joke primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Jok Rial 1 Primary,PRI,Jonglei,Uror (Wunror),8.024033333,32.009578
Jonkok Basic Primary School,PRI,Central Equatoria,Terekeka,5.5286875,31.3140875
Majok Amuol Primary School,PRI,Warrap,Twic,9.124935471,28.40741571
Juma Koyango Primary,PRI,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Jalcak Primary School,PRI,Jonglei,Bor,6.288342857,31.69537614
Jelhak Integrated S. School,SEC,Upper Nile,Renk,11.206586,32.75948267
Joljo Primary School,PRI,Lakes,Cueibet,9.7624,31.953617
Wunhol Primary School,PRI,Upper Nile,Maiwut,8.6017375,33.9518585
Jangok Primary School,PRI,Upper Nile,Longchok,9.050317,33.427448
Juong Primary School,PRI,Upper Nile,Nasir,8.827633,33.006832
Jinkwota Primary School,PRI,Upper Nile,Maban,10.01350714,33.77117914
Ajiengo Primary School,PRI,Jonglei,Pochalla,7.095366667,34.168116
Maker Jiel Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Joshua Dei Wang primary,PRI,Upper Nile,Malakal,9.519844667,31.64543267
Wunchuei Primary School,PRI,Warrap,Tonj East,8.01585,29.444033
Joluaw Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,4.847833,31.589083
Nyarkueth Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Jarangala primary,PRI,Western Equatoria,Mundri West,5.386698222,30.26264278
Joor Primary School,PRI,Lakes,Cueibet,7.1184,29.233999
Jorbioch Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.1115,26.696699
Jor Primary School,PRI,Central Equatoria,Terekeka,5.509633,31.711033
Jerusalem Primary School,PRI,Upper Nile,Maiwut,8.6017375,33.9518585
Jur River Primary School,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
Jarweng Primary School,PRI,Jonglei,Bor,6.167233,31.557917
Juba Day Secondary School,SEC,Central Equatoria,Juba,4.98589713,31.67994678
Jesus Shepard Primary School,PRI,Upper Nile,Malakal,9.394183,31.584417
Juitjuit Primary School,PRI,Lakes,Rumbek North,7.2154,29.674
Nyijwado Primary School.,PRI,Upper Nile,Panyikang,9.378062,31.53763533
Juba Technical TTU Secondary School,SEC,Central Equatoria,Juba,4.98589713,31.67994678
Ajuba Primary School,PRI,Upper Nile,Baliet,9.291867,32.0376665
Juba One Girls Primary School,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Maju Basic School,PRI,Western Bahr el Ghazal,Wau,7.7498,27.6364
Jesus the Shepherd Primary School,PRI,Upper Nile,Fashoda,9.959933,32.153618
Pulluah Primary School,PRI,Unity,Mayiandit,8.16985,30.055817
Kor Banat primary,PRI,Central Equatoria,Lainya,4.3618,30.922501
Kuerthoah Primary School,PRI,Unity,Guit,9.3142,30.0091
Koloma Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Kaka Girls primary,PRI,Upper Nile,Manyo,11.0119,32.52
Kaka Basic,PRI,Upper Nile,Manyo,11.2904,32.619999
Koank Primary School,PRI,Unity,Mayom,9.028783,28.935801
Akayiechprimary,PRI,Jonglei,Bor,6.4095,31.5744
Kodok Boys Primary,PRI,Upper Nile,Fashoda,9.959933,32.153618
Kuer Buai Primary,PRI,Jonglei,Old Fangak,8.930733,30.742382
Keach Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Kechpii Primary School.,PRI,Jonglei,Nyirol (Diror),8.386448,32.1091674
Kuac Primary School,PRI,Unity,Guit,9.0345,29.986099
Kuach Primary School,PRI,Unity,Guit,8.902567,30.063566
Kaka Complex Secondary School,SEC,Upper Nile,Manyo,11.012,32.52
Kuich Primary School,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Kactong Primary School,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Kodok Girls Basic School,PRI,Upper Nile,Fashoda,9.959933,32.153618
Kodok Secondary School,SEC,Upper Nile,Fashoda,9.959933,32.153618
St. Peter Complex Primary School,PRI,Upper Nile,Fashoda,9.959933,32.153618
Kodiet Secondary,SEC,Upper Nile,Renk,11.73422268,32.82643359
Kuerchuor Primary School.,PRI,Unity,Guit,9.1811,30.1066
Kuembor Primary School,PRI,Upper Nile,Longchok,9.0283585,33.4980755
Kuer Pon Primary School,PRI,Jonglei,Old Fangak,9.105458333,30.73948017
Kuertet Primary School,PRI,Jonglei,Old Fangak,8.938322333,30.73224967
Kuler Primary,PRI,Unity,Koch,8.466883,30.10355
 KUEV-BACH PRIMARY SCHOOL,PRI,Warrap,Tonj East,7.82403325,29.26314175
K5 Basic School,PRI,Upper Nile,Renk,12.0189,32.818199
Kigile Primary School,PRI,Upper Nile,Maiwut,8.68785,34.026833
Kondial Private Church,PRI,Unity,Rubkona,9.1667,29.7672
Kugi Nursery and primary school,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Kuerenge Primary School,PRI,Upper Nile,Nasir,8.561017,33.088032
Kholchur Primary School,PRI,Jonglei,Piji,9.238217,31.168167
Kholiet Primary School,PRI,Jonglei,Piji,9.2322,31.121367
Khorfulus Primary School,PRI,Jonglei,Piji,9.3116,31.593134
Khormalang Primary,PRI,Western Bahr el Ghazal,Wau,7.749816571,27.63635471
Khorwach Primary School,PRI,Jonglei,Piji,9.2419,31.194633
Khor Ajer Primary School,PRI,Western Bahr el Ghazal,Raja,7.8769,26.5599
Khat Primary School,PRI,Unity,Guit,9.0345,29.986099
Upuo Primary School,PRI,Eastern Equatoria,Lafon,4.79465,32.465881
Kodok IDP Primary School,PRI,Upper Nile,Fashoda,9.959933,32.153618
Kuerguine Primary,PRI,Unity,Guit,9.1811,30.1066
Kajokeji High Secondary school,SEC,Central Equatoria,Kajo-Keji,3.898199273,31.62598939
Kiech II Primary School,PRI,Upper Nile,Nasir,8.949667,32.929516
Korwai Primary School,PRI,Jonglei,Ayod,8.363683,31.3535575
Konbeek Mixed Primary School,PRI,Jonglei,Bor,6.269433,31.690233
Kuajiena Secondary School,SEC,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
kejijuba Primary School,PRI,Central Equatoria,Terekeka,5.309383,31.751699
Kuerjech Primary,PRI,Jonglei,Ayod,7.956,31.439667
Kochkoch Primary School,PRI,Unity,Mayom,9.028783,28.935801
Koat kel Primary School,PRI,Upper Nile,Maiwut,8.6017375,33.9518585
Konge kongo Primary School,PRI,Central Equatoria,Morobo,3.686521259,30.81149592
Kings Primary School,PRI,Central Equatoria,Morobo,3.713572167,30.94429167
Kiech Kuon I Primary School,PRI,Upper Nile,Nasir,8.949667,32.929516
Kimba Girls Community School,PRI,Central Equatoria,Morobo,3.713572167,30.94429167
Kukango Primary School,PRI,Central Equatoria,Yei River,4.5172,30.609699
Thor Primary School,PRI,Unity,Mayiandit,8.32905,29.955633
Kwor Primary School,PRI,Unity,Rubkona,9.178843824,29.75526433
Kuckyian primary school,PRI,Jonglei,Ayod,8.311875,31.2529655
Kalabong Primary School,PRI,Eastern Equatoria,Ikotos,4.28787,33.182598
Kali,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Kaljaak Primary School,PRI,Unity,Rubkona,9.2545,29.792999
Kalthok Primary School,PRI,Lakes,Awerial,6.882767,31.574432
KalKur Primary,PRI,Warrap,Tonj South,7.491375348,28.94489365
Kilo-Seven Primary School,PRI,Lakes,Cueibet,6.849517,29.225967
Kolang Primary School,PRI,Upper Nile,Renk,12.0188,32.8181
Kolangap Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.1271,26.772867
Kalita Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Koldeng,PRI,Jonglei,Piji,9.117167,31.749701
Kolmarek Primary School,PRI,Jonglei,Bor,6.619667,31.515232
Kolnyang Primary School,PRI,Jonglei,Bor,6.137283,31.7337
Kamic Primary School,PRI,Lakes,Awerial,6.5190366,30.9980864
Kumkei Lower Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,10.32605,32.563232
Khar Buga Community Primary School,PRI,Western Bahr el Ghazal,Raja,8.4759,25.553699
Kaming Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Kuel Primary School,PRI,Upper Nile,Baliet,9.2765,32.074467
Kanyawal primary,PRI,Central Equatoria,Terekeka,5.59557,31.34726
Kanynhial Primary School,PRI,Unity,Panyinjiar,7.77895,30.117884
Kenyira Primary School,PRI,Central Equatoria,Yei River,3.87315,30.8235
Kings College,SEC,Central Equatoria,Yei River,4.5172,30.609699
Kon-Cibek Basic School,PRI,Northern Bahr el Ghazal,Aweil East,9.007583,27.6292
Kong Primary School,PRI,Unity,Ruweng,9.837983,30.026217
Kanyaji Primary School,PRI,Upper Nile,Maban,9.931767,33.693184
Koat Nyakoang Primary,PRI,Jonglei,Old Fangak,9.3455105,30.762006
Kuernori Primary School,PRI,Jonglei,Uror (Wunror),8.024033333,32.009578
Kuerthuom Primary School,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Kulo Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Kuanyrow Primary School,PRI,Unity,Guit,9.1811,30.1066
Kapaat1 Primary School,PRI,Jonglei,Bor,6.293233,31.680134
Kuch Primary School,PRI,Unity,Rubkona,9.25455,29.792999
Koap Primary School.,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Kopuot Primary School,PRI,Upper Nile,Nasir,8.827633,33.006832
